ID;Mag (I);Mag (V);Period;Uncertainty Period;A.Mag (V);A.Mag (I);Dis. Mod. W;Distance 1;Distance2;Distance 3;Distance 1 +;Distance 1 -;Distance 2 +;Distance 2 -;Distance 3 +;Distance 3 -
OGLE-LMC-CEP-2930;14,96;15,80;4,633463;0,000003;-2,75;-3,57;18,58;51.403,61;50.638,32;55.547,01;51.403,63;51.403,59;50.638,35;50.638,30;51.898,99;51.898,90
OGLE-LMC-CEP-1015;14,96;15,72;4,332197;0,000005;-2,67;-3,48;18,54;47.643,34;48.669,86;49.372,46;47.643,37;47.643,31;48.669,89;48.669,83;51.053,19;51.053,13
OGLE-LMC-CEP-0762;14,96;15,63;3,832815;0,000005;-2,53;-3,32;18,47;42.933,72;45.302,98;49.797,68;42.933,75;42.933,69;45.303,01;45.302,94;49.486,54;49.486,48
OGLE-LMC-CEP-1990;14,96;15,69;4,043688;0,000004;-2,59;-3,39;18,53;45.270,91;46.773,90;50.639,90;45.270,94;45.270,89;46.773,93;46.773,86;50.828,40;50.828,31
OGLE-LMC-CEP-0290;14,96;15,74;4,244271;0,000023;-2,65;-3,45;18,49;47.604,38;48.166,75;51.377,47;47.604,51;47.604,24;48.166,91;48.166,60;49.928,61;49.928,45
OGLE-LMC-CEP-0962;14,96;15,17;3,927598;0,000111;-2,56;-3,35;18,57;35.145,02;45.989,24;50.812,98;35.145,55;35.144,49;45.990,01;45.988,46;51.842,54;51.840,91
OGLE-LMC-CEP-1943;14,96;15,93;5,567171;0,000008;-2,96;-3,80;18,46;60.196,17;56.629,87;51.090,05;60.196,22;60.196,12;56.629,92;56.629,82;49.199,06;49.198,88
OGLE-LMC-CEP-1377;14,97;15,74;4,435264;0,000006;-2,70;-3,51;18,54;48.871,42;49.608,05;50.129,98;48.871,46;48.871,39;49.608,09;49.608,01;50.946,61;50.946,48
OGLE-LMC-CEP-2660;14,97;15,79;4,662373;0,000004;-2,76;-3,57;18,52;51.172,44;51.155,34;48.857,79;51.172,47;51.172,42;51.155,37;51.155,31;50.697,92;50.697,82
OGLE-LMC-CEP-3109;14,97;15,77;4,594493;0,000005;-2,74;-3,55;18,41;50.446,95;50.709,69;52.957,94;50.446,97;50.446,92;50.709,72;50.709,66;47.974,13;47.974,01
OGLE-LMC-CEP-1543;14,97;15,79;4,378184;0,000007;-2,69;-3,49;18,66;49.505,22;49.294,22;51.375,52;49.505,26;49.505,18;49.294,27;49.294,17;53.892,26;53.892,14
OGLE-LMC-CEP-0852;14,98;15,69;4,334838;0,000007;-2,67;-3,48;17,92;47.178,43;49.115,44;49.419,65;47.178,47;47.178,39;49.115,49;49.115,39;38.287,54;38.287,43
OGLE-LMC-CEP-1056;14,98;15,77;4,460721;0,000014;-2,71;-3,52;18,54;49.702,96;49.961,45;49.837,15;49.703,05;49.702,88;49.961,55;49.961,35;51.114,66;51.114,48
OGLE-LMC-CEP-1266;14,98;15,73;4,303475;0,000007;-2,67;-3,47;18,56;47.803,48;48.925,65;50.276,87;47.803,52;47.803,44;48.925,69;48.925,60;51.603,49;51.603,38
OGLE-LMC-CEP-0058;14,98;15,71;4,315583;0,000010;-2,67;-3,47;18,71;47.458,18;49.098,08;52.377,81;47.458,24;47.458,12;49.098,15;49.098,01;55.124,92;55.124,88
OGLE-LMC-CEP-0672;14,98;15,65;3,696226;0,000003;-2,49;-3,27;18,51;42.460,30;44.763,57;52.673,45;42.460,32;42.460,28;44.763,59;44.763,54;50.347,56;50.347,51
OGLE-LMC-CEP-0830;14,98;15,74;4,338611;0,000010;-2,68;-3,48;18,54;48.166,52;49.254,22;52.677,61;48.166,58;48.166,46;49.254,29;49.254,15;51.115,49;51.115,34
OGLE-LMC-CEP-1617;14,98;15,68;4,079509;0,000004;-2,60;-3,40;18,43;45.463,68;47.477,59;51.640,16;45.463,70;45.463,66;47.477,62;47.477,57;48.592,65;48.592,59
OGLE-LMC-CEP-0589;14,98;15,75;4,593119;0,000019;-2,74;-3,55;18,48;49.838,56;51.005,08;53.229,69;49.838,68;49.838,45;51.005,21;51.004,96;49.700,82;49.700,63
OGLE-LMC-CEP-2298;14,98;15,71;3,775564;0,000002;-2,51;-3,30;18,63;44.107,08;45.376,12;51.313,64;44.107,09;44.107,07;45.376,13;45.376,11;53.128,33;53.128,30
OGLE-LMC-CEP-2568;14,98;15,87;4,851802;0,000004;-2,81;-3,63;18,60;54.259,05;52.699,90;53.049,63;54.259,08;54.259,03;52.699,92;52.699,87;52.531,55;52.531,48
OGLE-LMC-CEP-3150;14,98;15,80;4,491191;0,000009;-2,72;-3,52;18,59;50.391,94;50.326,75;45.811,03;50.391,99;50.391,88;50.326,81;50.326,69;52.261,00;52.260,75
OGLE-LMC-CEP-1909;14,99;15,69;3,779401;0,000002;-2,52;-3,30;18,54;43.786,87;45.424,54;53.257,51;43.786,88;43.786,85;45.424,55;45.424,53;50.996,78;50.996,75
OGLE-LMC-CEP-2129;14,99;15,67;4,008957;0,000003;-2,58;-3,38;18,53;44.793,89;47.050,97;55.173,87;44.793,91;44.793,87;47.050,99;47.050,94;50.774,41;50.774,35
OGLE-LMC-CEP-1124;14,99;15,81;4,457239;0,000004;-2,71;-3,52;18,56;50.559,32;50.145,59;51.115,41;50.559,34;50.559,29;50.145,61;50.145,56;51.540,53;51.540,46
OGLE-LMC-CEP-3232;14,99;15,67;3,647577;0,000004;-2,47;-3,26;18,48;42.492,31;44.534,02;50.287,44;42.492,34;42.492,29;44.534,04;44.533,99;49.747,42;49.747,34
OGLE-LMC-CEP-2159;14,99;15,75;4,409711;0,000003;-2,69;-3,50;18,51;48.878,18;49.894,78;61.309,94;48.878,19;48.878,16;49.894,79;49.894,76;50.238,72;50.238,65
OGLE-LMC-CEP-2060;14,99;15,77;4,281546;0,000008;-2,66;-3,46;18,53;48.425,57;49.047,06;48.584,55;48.425,62;48.425,52;49.047,11;49.047,00;50.769,99;50.769,80
OGLE-LMC-CEP-2156;14,99;15,77;4,442375;0,000011;-2,70;-3,51;18,48;49.479,64;50.161,12;50.923,27;49.479,71;49.479,58;50.161,20;50.161,05;49.665,93;49.665,70
OGLE-LMC-CEP-2520;14,99;15,77;4,180199;0,000003;-2,63;-3,43;18,52;47.964,41;48.373,34;52.006,63;47.964,43;47.964,40;48.373,36;48.373,32;50.541,63;50.541,56
OGLE-LMC-CEP-2683;14,99;15,94;5,355141;0,000008;-2,92;-3,75;18,50;59.015,17;56.128,66;50.235,16;59.015,21;59.015,12;56.128,71;56.128,62;50.075,38;50.075,20
OGLE-LMC-CEP-1079;15,00;15,84;4,210611;0,000011;-2,64;-3,44;18,41;49.727,92;48.694,99;54.422,05;49.727,98;49.727,85;48.695,06;48.694,92;48.176,89;48.176,75
OGLE-LMC-CEP-1512;15,00;15,73;4,105507;0,000002;-2,61;-3,41;18,55;46.530,52;48.032,44;51.357,63;46.530,53;46.530,50;48.032,46;48.032,42;51.291,34;51.291,30
OGLE-LMC-CEP-0722;15,00;15,75;4,304726;0,000012;-2,67;-3,47;18,52;48.275,51;49.432,42;51.895,29;48.275,58;48.275,44;49.432,50;49.432,34;50.653,24;50.653,05
OGLE-LMC-CEP-2852;15,00;15,94;5,304120;0,000014;-2,91;-3,74;18,47;58.903,83;56.015,00;28.968,77;58.903,91;58.903,74;56.015,08;56.014,91;49.414,61;49.414,23
OGLE-LMC-CEP-0697;15,01;15,79;4,580359;0,000007;-2,74;-3,55;18,49;50.689,77;51.415,33;47.212,36;50.689,81;50.689,73;51.415,38;51.415,29;49.939,30;49.939,22
OGLE-LMC-CEP-0396;15,01;15,77;4,298952;0,000008;-2,67;-3,47;18,43;48.575,31;49.529,52;48.053,58;48.575,36;48.575,27;49.529,57;49.529,46;48.581,26;48.581,19
OGLE-LMC-CEP-2134;15,01;15,82;4,483974;0,000010;-2,71;-3,52;18,51;50.978,62;50.790,47;51.279,57;50.978,68;50.978,56;50.790,53;50.790,40;50.332,18;50.331,98
OGLE-LMC-CEP-2905;15,01;15,71;4,060858;0,000003;-2,60;-3,39;18,52;45.877,73;47.874,18;49.601,53;45.877,74;45.877,71;47.874,20;47.874,16;50.503,76;50.503,69
OGLE-LMC-CEP-3306;15,01;15,67;3,493322;0,000004;-2,42;-3,20;18,42;41.637,96;43.761,90;50.861,43;41.637,99;41.637,93;43.761,93;43.761,87;48.290,13;48.289,89
OGLE-LMC-CEP-2305;15,01;15,89;4,937826;0,000008;-2,83;-3,65;18,52;55.226,57;53.822,45;48.827,79;55.226,62;55.226,53;53.822,50;53.822,40;50.587,25;50.587,08
OGLE-LMC-CEP-3055;15,01;15,81;4,442704;0,000016;-2,70;-3,51;18,55;50.494,46;50.557,60;50.765,48;50.494,55;50.494,36;50.557,71;50.557,49;51.232,63;51.232,17
OGLE-LMC-CEP-0059;15,01;15,82;4,390393;0,000008;-2,69;-3,50;18,49;50.222,33;50.271,00;50.496,90;50.222,38;50.222,27;50.271,06;50.270,94;49.884,41;49.884,38
OGLE-LMC-CEP-2101;15,01;15,71;3,557418;0,000002;-2,45;-3,22;18,50;42.668,37;44.361,59;53.136,10;42.668,38;42.668,36;44.361,60;44.361,57;50.074,12;50.074,08
OGLE-LMC-CEP-1127;15,01;15,81;4,451601;0,000013;-2,71;-3,51;18,56;50.548,43;50.758,03;48.592,62;50.548,51;50.548,35;50.758,12;50.757,94;51.424,46;51.424,24
OGLE-LMC-CEP-1335;15,02;15,76;4,153640;0,000003;-2,63;-3,42;18,53;47.494,25;48.725,31;51.133,92;47.494,26;47.494,23;48.725,33;48.725,30;50.782,03;50.781,98
OGLE-LMC-CEP-1628;15,02;15,85;4,972392;0,000021;-2,83;-3,66;18,55;54.521,26;54.271,39;48.060,27;54.521,39;54.521,14;54.271,52;54.271,25;51.221,15;51.220,80
OGLE-LMC-CEP-1940;15,02;16,43;9,378630;0,000045;-3,57;-4,48;18,58;100.074,27;79.246,19;52.852,42;100.074,53;100.074,02;79.246,41;79.245,96;52.019,07;52.018,16
OGLE-LMC-CEP-1948;15,02;15,68;3,986176;0,000003;-2,58;-3,37;18,55;44.740,12;47.587,40;50.217,95;44.740,14;44.740,10;47.587,42;47.587,38;51.360,85;51.360,79
OGLE-LMC-CEP-2013;15,02;15,74;3,931487;0,000006;-2,56;-3,35;18,50;45.718,64;47.196,80;49.934,78;45.718,68;45.718,61;47.196,85;47.196,76;50.208,72;50.208,60
OGLE-LMC-CEP-0385;15,02;15,06;4,273648;0,000109;-2,66;-3,46;18,49;34.885,63;49.628,89;52.874,75;34.886,10;34.885,15;49.629,64;49.628,13;49.952,99;49.952,01
OGLE-LMC-CEP-3352;15,02;15,83;4,055882;0,000013;-2,60;-3,39;18,56;48.430,34;48.104,27;51.544,29;48.430,42;48.430,26;48.104,36;48.104,19;51.471,70;51.470,88
OGLE-LMC-CEP-0177;15,02;15,83;4,276453;0,000007;-2,66;-3,46;18,47;49.773,56;49.694,06;50.122,54;49.773,60;49.773,52;49.694,11;49.694,02;49.382,30;49.382,25
OGLE-LMC-CEP-0505;15,02;15,77;4,170389;0,000008;-2,63;-3,43;18,46;47.816,11;48.977,58;53.141,89;47.816,16;47.816,07;48.977,64;48.977,53;49.251,05;49.250,96
OGLE-LMC-CEP-3118;15,02;15,99;5,080159;0,000014;-2,86;-3,68;18,52;58.740,61;55.172,98;47.695,75;58.740,70;58.740,53;55.173,06;55.172,89;50.520,04;50.519,71
OGLE-LMC-CEP-2184;15,03;15,79;4,166478;0,000003;-2,63;-3,43;18,59;48.212,17;49.040,43;51.749,75;48.212,19;48.212,16;49.040,45;49.040,41;52.302,75;52.302,70
OGLE-LMC-CEP-2317;15,03;15,78;4,015951;0,000003;-2,59;-3,38;18,48;47.035,20;47.997,67;49.834,67;47.035,22;47.035,18;47.997,69;47.997,65;49.724,55;49.724,49
OGLE-LMC-CEP-1780;15,03;15,74;3,818677;0,000002;-2,53;-3,31;18,42;44.951,22;46.598,21;52.663,24;44.951,23;44.951,21;46.598,23;46.598,20;48.347,88;48.347,84
OGLE-LMC-CEP-2065;15,03;15,74;3,784685;0,000007;-2,52;-3,30;18,40;44.778,33;46.371,65;56.576,11;44.778,37;44.778,28;46.371,70;46.371,60;47.883,31;47.883,14
OGLE-LMC-CEP-2242;15,03;15,98;4,875102;0,000016;-2,81;-3,63;18,53;57.330,18;53.957,41;43.821,46;57.330,28;57.330,07;53.957,52;53.957,30;50.873,23;50.872,88
OGLE-LMC-CEP-2620;15,03;15,77;3,929258;0,000003;-2,56;-3,35;18,57;46.361,96;47.442,29;53.370,72;46.361,98;46.361,95;47.442,31;47.442,27;51.794,43;51.794,36
OGLE-LMC-CEP-1702;15,03;15,46;2,883451;0,000003;-2,20;-2,95;18,56;34.024,62;39.462,43;49.922,21;34.024,64;34.024,60;39.462,46;39.462,40;51.492,93;51.492,88
OGLE-LMC-CEP-1011;15,03;15,75;4,204215;0,000004;-2,64;-3,44;18,55;47.714,21;49.486,92;49.650,79;47.714,23;47.714,19;49.486,94;49.486,89;51.340,32;51.340,27
OGLE-LMC-CEP-3006;15,03;15,53;3,733429;0,000005;-2,50;-3,29;18,49;40.374,36;46.101,98;47.997,61;40.374,39;40.374,33;46.102,02;46.101,94;50.002,93;50.002,77
OGLE-LMC-CEP-3156;15,03;15,85;4,324907;0,000006;-2,67;-3,48;18,55;50.560,53;50.352,82;48.067,88;50.560,56;50.560,49;50.352,85;50.352,78;51.184,89;51.184,80
OGLE-LMC-CEP-1791;15,04;15,74;3,661219;0,000002;-2,48;-3,26;18,52;43.931,51;45.609,90;49.458,41;43.931,52;43.931,50;45.609,91;45.609,88;50.508,85;50.508,81
OGLE-LMC-CEP-1370;15,04;15,78;3,929277;0,000007;-2,56;-3,35;18,54;46.619,00;47.595,61;51.698,20;46.619,05;46.618,96;47.595,67;47.595,56;51.106,80;51.106,67
OGLE-LMC-CEP-1465;15,04;15,75;3,976667;0,000003;-2,57;-3,37;18,68;46.274,66;47.937,25;46.218,87;46.274,68;46.274,64;47.937,28;47.937,23;54.543,40;54.543,36
OGLE-LMC-CEP-0713;15,04;15,83;4,266949;0,000012;-2,66;-3,46;18,52;49.852,02;50.041,24;54.505,43;49.852,09;49.851,94;50.041,33;50.041,16;50.677,68;50.677,54
OGLE-LMC-CEP-0838;15,04;15,74;3,868435;0,000005;-2,54;-3,33;18,41;45.263,05;47.197,99;50.317,65;45.263,08;45.263,02;47.198,03;47.197,96;48.106,37;48.106,30
OGLE-LMC-CEP-2120;15,04;15,87;4,608452;0,000020;-2,75;-3,56;18,54;52.837,03;52.393,45;52.211,59;52.837,15;52.836,91;52.393,58;52.393,31;50.966,26;50.965,83
OGLE-LMC-CEP-2582;15,04;15,81;4,145891;0,000008;-2,62;-3,42;18,48;48.664,02;49.189,32;70.745,46;48.664,07;48.663,97;49.189,38;49.189,27;49.659,43;49.659,27
OGLE-LMC-CEP-0027;15,04;15,64;3,522947;0,000005;-2,43;-3,21;17,04;41.214,29;44.656,45;49.438,05;41.214,33;41.214,26;44.656,49;44.656,41;25.586,86;25.586,85
OGLE-LMC-CEP-2021;15,04;15,82;4,157859;0,000003;-2,63;-3,43;18,48;48.873,84;49.296,69;50.325,19;48.873,86;48.873,82;49.296,70;49.296,67;49.568,26;49.568,21
OGLE-LMC-CEP-2181;15,04;15,83;4,256564;0,000010;-2,65;-3,46;18,61;49.810,12;50.014,59;50.274,00;49.810,18;49.810,06;50.014,66;50.014,52;52.617,05;52.616,83
OGLE-LMC-CEP-3043;15,04;15,88;4,506866;0,000005;-2,72;-3,53;18,34;52.573,76;51.748,96;51.667,78;52.573,79;52.573,73;51.748,99;51.748,93;46.584,23;46.584,14
OGLE-LMC-CEP-2663;15,04;15,85;4,233634;0,000005;-2,65;-3,45;18,62;50.010,93;49.899,61;50.748,79;50.010,96;50.010,90;49.899,64;49.899,58;53.043,37;53.043,25
OGLE-LMC-CEP-0286;15,04;15,93;3,133497;0,000006;-2,30;-3,06;18,40;44.165,14;41.718,73;51.027,46;44.165,19;44.165,10;41.718,78;41.718,68;47.807,15;47.807,09
OGLE-LMC-CEP-1682;15,04;16,07;5,480211;0,000006;-2,95;-3,78;18,67;63.550,32;58.232,64;50.618,37;63.550,36;63.550,28;58.232,67;58.232,60;54.289,80;54.289,71
OGLE-LMC-CEP-1912;15,04;15,90;4,881671;0,000008;-2,81;-3,63;18,47;55.194,47;54.375,09;51.371,85;55.194,52;55.194,42;54.375,14;54.375,03;49.441,83;49.441,67
OGLE-LMC-CEP-2301;15,04;15,79;4,296477;0,000021;-2,66;-3,47;18,51;49.145,31;50.386,58;51.618,28;49.145,44;49.145,18;50.386,73;50.386,44;50.427,12;50.426,67
OGLE-LMC-CEP-0780;15,05;15,92;3,826926;0,000014;-2,53;-3,32;18,51;48.914,98;47.046,61;50.964,63;48.915,08;48.914,89;47.046,71;47.046,50;50.372,41;50.372,21
OGLE-LMC-CEP-2407;15,05;15,85;4,517043;0,000006;-2,72;-3,53;18,54;51.700,19;51.938,09;49.817,63;51.700,22;51.700,16;51.938,13;51.938,06;50.952,67;50.952,53
OGLE-LMC-CEP-0076;15,05;15,91;5,147863;0,000076;-2,87;-3,70;18,35;57.175,35;56.202,63;53.041,84;57.175,80;57.174,90;56.203,13;56.202,14;46.865,07;46.864,68
OGLE-LMC-CEP-0773;15,05;15,82;4,184793;0,000011;-2,63;-3,43;18,79;49.133,07;49.715,37;50.336,53;49.133,14;49.133,00;49.715,45;49.715,29;57.392,76;57.392,64
OGLE-LMC-CEP-2497;15,05;15,78;3,788833;0,000006;-2,52;-3,30;18,52;45.595,49;46.852,89;53.311,92;45.595,53;45.595,45;46.852,93;46.852,84;50.522,06;50.521,92
OGLE-LMC-CEP-1515;15,05;15,82;3,286490;0,000002;-2,35;-3,12;18,58;43.145,46;43.080,67;50.720,37;43.145,47;43.145,44;43.080,69;43.080,66;51.897,53;51.897,50
OGLE-LMC-CEP-0994;15,05;15,85;4,240270;0,000013;-2,65;-3,45;18,57;50.052,77;50.223,04;49.353,37;50.052,85;50.052,69;50.223,13;50.222,94;51.717,33;51.717,14
OGLE-LMC-CEP-1938;15,05;15,80;4,076956;0,000002;-2,60;-3,40;18,51;47.876,17;49.059,88;50.097,56;47.876,19;47.876,16;49.059,89;49.059,86;50.276,90;50.276,85
OGLE-LMC-CEP-2571;15,05;15,90;4,416394;0,000003;-2,70;-3,50;18,56;52.295,73;51.457,35;50.139,88;52.295,75;52.295,71;51.457,37;51.457,33;51.589,09;51.589,02
OGLE-LMC-CEP-1876;15,06;15,85;4,020829;0,000010;-2,59;-3,38;18,48;48.764,59;48.700,64;53.603,18;48.764,65;48.764,52;48.700,72;48.700,57;49.561,07;49.560,87
OGLE-LMC-CEP-2721;15,06;15,88;4,487476;0,000012;-2,71;-3,52;18,48;52.356,32;51.997,74;52.186,37;52.356,40;52.356,25;51.997,82;51.997,66;49.677,82;49.677,52
OGLE-LMC-CEP-2255;15,06;15,64;3,408864;0,000002;-2,40;-3,17;18,50;40.533,45;44.172,80;50.382,67;40.533,47;40.533,44;44.172,82;44.172,78;50.104,29;50.104,24
OGLE-LMC-CEP-2757;15,06;16,11;5,745368;0,000017;-3,00;-3,84;18,58;66.447,06;60.312,74;50.890,69;66.447,16;66.446,95;60.312,84;60.312,63;52.077,04;52.076,66
OGLE-LMC-CEP-0329;15,06;15,80;3,927557;0,000008;-2,56;-3,35;18,51;46.909,57;48.089,86;52.899,88;46.909,62;46.909,52;48.089,91;48.089,80;50.247,97;50.247,90
OGLE-LMC-CEP-1211;15,06;15,78;3,652474;0,000002;-2,48;-3,26;18,54;44.814,81;46.051,05;52.302,73;44.814,82;44.814,80;46.051,06;46.051,03;50.961,14;50.961,11
OGLE-LMC-CEP-0972;15,06;15,89;4,508953;0,000036;-2,72;-3,53;18,59;52.780,86;52.242,22;51.944,50;52.781,08;52.780,63;52.242,47;52.241,97;52.356,10;52.355,57
OGLE-LMC-CEP-1362;15,06;15,74;3,517454;0,000004;-2,43;-3,21;18,58;43.021,54;45.048,45;50.573,59;43.021,56;43.021,52;45.048,48;45.048,42;52.082,97;52.082,91
OGLE-LMC-CEP-1307;15,06;15,95;4,631179;0,000007;-2,75;-3,56;18,65;54.913,52;53.106,98;54.357,90;54.913,57;54.913,48;53.107,03;53.106,93;53.771,96;53.771,86
OGLE-LMC-CEP-0702;15,06;15,92;4,944280;0,000006;-2,83;-3,65;18,55;56.111,39;55.271,58;54.097,16;56.111,42;56.111,36;55.271,62;55.271,54;51.246,71;51.246,64
OGLE-LMC-CEP-1085;15,06;15,83;3,968188;0,000006;-2,57;-3,36;18,52;47.846,29;48.475,26;48.622,77;47.846,33;47.846,25;48.475,30;48.475,22;50.495,27;50.495,17
OGLE-LMC-CEP-1737;15,06;15,82;3,902340;0,000002;-2,55;-3,34;18,44;47.289,81;47.993,73;50.270,37;47.289,82;47.289,80;47.993,75;47.993,72;48.733,72;48.733,68
OGLE-LMC-CEP-2655;15,06;15,89;4,394295;0,000004;-2,69;-3,50;18,41;52.011,92;51.540,39;50.933,91;52.011,94;52.011,89;51.540,42;51.540,36;47.987,33;47.987,22
OGLE-LMC-CEP-1076;15,07;15,86;4,281832;0,000011;-2,66;-3,46;18,55;50.569,68;50.796,08;44.173,64;50.569,75;50.569,61;50.796,16;50.796,01;51.296,97;51.296,78
OGLE-LMC-CEP-2354;15,07;15,85;4,291601;0,000002;-2,66;-3,47;18,60;50.491,55;50.865,19;49.515,81;50.491,57;50.491,54;50.865,21;50.865,18;52.382,73;52.382,68
OGLE-LMC-CEP-2951;15,07;15,95;4,550575;0,000006;-2,73;-3,54;18,58;54.501,36;52.674,73;48.479,02;54.501,40;54.501,33;52.674,77;52.674,69;52.043,91;52.043,75
OGLE-LMC-CEP-0682;15,07;15,74;4,426102;0,000041;-2,70;-3,51;18,58;48.727,64;51.858,07;48.754,38;48.727,89;48.727,40;51.858,36;51.857,79;51.952,59;51.952,13
OGLE-LMC-CEP-2369;15,07;15,87;4,236821;0,000004;-2,65;-3,45;18,53;50.610,36;50.546,62;51.082,27;50.610,38;50.610,33;50.546,65;50.546,59;50.783,42;50.783,32
OGLE-LMC-CEP-1288;15,07;15,99;5,191544;0,000007;-2,88;-3,71;18,68;59.534,45;57.088,14;51.246,68;59.534,49;59.534,41;57.088,18;57.088,10;54.357,95;54.357,85
OGLE-LMC-CEP-3202;15,07;16,14;5,140356;0,000015;-2,87;-3,70;18,71;63.572,66;56.777,79;56.797,00;63.572,76;63.572,55;56.777,90;56.777,69;55.171,40;55.170,86
OGLE-LMC-CEP-0398;15,07;15,81;4,134598;0,000007;-2,62;-3,42;18,52;48.503,76;49.884,33;53.344,86;48.503,80;48.503,72;49.884,38;49.884,28;50.695,30;50.695,23
OGLE-LMC-CEP-0540;15,07;15,87;3,750107;0,000006;-2,51;-3,29;18,56;47.330,30;47.062,44;51.174,93;47.330,34;47.330,27;47.062,48;47.062,40;51.404,76;51.404,70
OGLE-LMC-CEP-2281;15,07;15,76;3,768631;0,000002;-2,51;-3,30;18,58;45.173,32;47.200,99;51.704,04;45.173,34;45.173,31;47.201,01;47.200,98;51.941,34;51.941,30
OGLE-LMC-CEP-1240;15,07;15,97;3,995855;0,000005;-2,58;-3,37;18,52;51.222,36;48.923,82;49.659,35;51.222,40;51.222,33;48.923,86;48.923,78;50.627,21;50.627,12
OGLE-LMC-CEP-2405;15,07;16,14;6,532017;0,000041;-3,15;-4,01;18,67;72.149,82;65.592,96;51.790,30;72.150,06;72.149,57;65.593,20;65.592,71;54.179,02;54.178,09
OGLE-LMC-CEP-1372;15,08;15,91;4,443776;0,000016;-2,70;-3,51;18,56;52.735,08;52.149,35;50.401,17;52.735,19;52.734,98;52.149,47;52.149,24;51.501,10;51.500,81
OGLE-LMC-CEP-2392;15,08;15,81;3,941237;0,000002;-2,56;-3,36;18,54;47.278,94;48.546,10;52.019,59;47.278,96;47.278,93;48.546,12;48.546,09;50.964,11;50.964,06
OGLE-LMC-CEP-3277;15,08;15,91;4,275177;0,000014;-2,66;-3,46;18,50;51.609,48;50.959,74;52.423,30;51.609,57;51.609,39;50.959,84;50.959,64;50.063,70;50.063,09
OGLE-LMC-CEP-0663;15,08;15,81;3,938526;0,000008;-2,56;-3,35;18,58;47.261,58;48.593,27;50.599,76;47.261,63;47.261,53;48.593,33;48.593,21;52.005,49;52.005,40
OGLE-LMC-CEP-1365;15,08;15,80;3,918262;0,000002;-2,56;-3,35;18,49;46.915,02;48.466,26;50.887,95;46.915,03;46.915,00;48.466,28;48.466,25;49.942,26;49.942,22
OGLE-LMC-CEP-2637;15,08;15,81;3,737165;0,000002;-2,50;-3,29;18,59;46.040,24;47.138,82;52.063,78;46.040,25;46.040,22;47.138,84;47.138,80;52.133,57;52.133,51
OGLE-LMC-CEP-2874;15,08;15,89;4,117050;0,000004;-2,61;-3,41;18,60;50.163,63;49.941,56;51.326,47;50.163,66;50.163,61;49.941,58;49.941,53;52.440,65;52.440,55
OGLE-LMC-CEP-1003;15,08;15,85;4,003405;0,000012;-2,58;-3,38;18,54;48.517,38;49.137,09;51.033,47;48.517,46;48.517,31;49.137,18;49.137,01;51.134,01;51.133,83
OGLE-LMC-CEP-1243;15,08;15,83;4,112130;0,000008;-2,61;-3,41;18,56;48.810,32;49.928,93;25.586,86;48.810,37;48.810,28;49.928,99;49.928,88;51.447,06;51.446,92
OGLE-LMC-CEP-1323;15,08;15,90;4,095632;0,000006;-2,61;-3,41;18,55;50.301,32;49.809,32;50.964,09;50.301,35;50.301,28;49.809,37;49.809,28;51.277,46;51.277,36
OGLE-LMC-CEP-2304;15,08;15,76;3,451304;0,000004;-2,41;-3,18;18,54;43.021,25;44.973,92;52.968,76;43.021,27;43.021,23;44.973,95;44.973,89;51.079,09;51.079,01
OGLE-LMC-CEP-2928;15,08;15,87;4,064245;0,000003;-2,60;-3,40;19,73;49.521,67;49.581,24;51.968,79;49.521,69;49.521,65;49.581,26;49.581,23;88.149,99;88.149,91
OGLE-LMC-CEP-0152;15,08;16,04;3,693868;0,000018;-2,49;-3,27;18,54;50.890,31;46.855,37;51.008,37;50.890,44;50.890,18;46.855,51;46.855,24;51.021,28;51.021,18
OGLE-LMC-CEP-1185;15,08;16,10;5,392111;0,000007;-2,93;-3,76;18,40;64.026,42;58.717,47;50.074,10;64.026,46;64.026,37;58.717,51;58.717,42;47.923,95;47.923,82
OGLE-LMC-CEP-0750;15,08;15,73;3,420072;0,000003;-2,40;-3,17;18,53;42.206,06;44.771,89;48.308,33;42.206,08;42.206,04;44.771,91;44.771,86;50.749,14;50.749,11
OGLE-LMC-CEP-2827;15,09;16,04;4,917270;0,000004;-2,82;-3,64;18,54;59.044,66;55.652,23;52.852,71;59.044,69;59.044,64;55.652,25;55.652,20;51.079,79;51.079,69
OGLE-LMC-CEP-0990;15,09;15,80;3,815089;0,000008;-2,53;-3,31;18,58;46.229,96;47.898,91;51.227,42;46.230,01;46.229,91;47.898,97;47.898,86;51.976,61;51.976,49
OGLE-LMC-CEP-2389;15,09;15,90;4,415730;0,000039;-2,70;-3,50;18,51;52.484,53;52.264,71;63.417,30;52.484,78;52.484,29;52.264,98;52.264,43;50.356,06;50.355,05
OGLE-LMC-CEP-3357;15,09;15,80;3,817713;0,000006;-2,53;-3,31;18,79;46.332,20;47.918,57;49.457,82;46.332,25;46.332,16;47.918,62;47.918,52;57.370,13;57.369,94
OGLE-LMC-CEP-1668;15,09;15,80;3,885608;0,000001;-2,55;-3,34;18,52;46.662,83;48.447,48;46.337,06;46.662,84;46.662,82;48.447,49;48.447,47;50.573,60;50.573,57
OGLE-LMC-CEP-1453;15,09;15,88;4,305637;0,000028;-2,67;-3,47;18,59;51.165,36;51.530,78;49.580,60;51.165,53;51.165,18;51.530,98;51.530,58;52.147,56;52.147,07
